run,type,module,name,attrname,attrvalue,value
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].queue,comparatorClass,,,""""""
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].queue,bufferModule,,,""""""
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,typename,,,"""src.csmaca.CsmaCaMacModified"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,interfaceTableModule,,,"""multiLink.sender.interfaceTable"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,radioModule,,,"""^.radio"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,address,,,"""auto"""
General-0-20221124-13:43:39-4463,attr,multiLink.sender.wlan[0].mac,address,mutable,,
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,fcsMode,,,"""declared"""
General-0-20221124-13:43:39-4463,attr,multiLink.sender.wlan[0].mac,fcsMode,enum,"declared,computed",
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,useAck,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,bitrate,,,2.7e+07bps
General-0-20221124-13:43:39-4463,attr,multiLink.sender.wlan[0].mac,bitrate,unit,bps,
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,headerLength,,,17B
General-0-20221124-13:43:39-4463,attr,multiLink.sender.wlan[0].mac,headerLength,unit,B,
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,ackLength,,,14B
General-0-20221124-13:43:39-4463,attr,multiLink.sender.wlan[0].mac,ackLength,unit,B,
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,sifsTime,,,1.4e-05s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.wlan[0].mac,sifsTime,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,slotTime,,,9e-06s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.wlan[0].mac,slotTime,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,difsTime,,,3.2e-05s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.wlan[0].mac,difsTime,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,ackTimeout,,,2.71481e-05s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.wlan[0].mac,ackTimeout,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,mtu,,,1500
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,cwMin,,,31
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,cwMax,,,1023
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,cwMulticast,,,31
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,retryLimit,,,0
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,bitErrorRate,,,4e-05
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,ta,,,222
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,ta_enable,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].mac,dependentSignalPaths,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio.antenna,typename,,,"""inet.physicallayer.wireless.common.antenna.IsotropicAntenna"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio.antenna,mobilityModule,,,"""^.^.^.mobility"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio.antenna,numAntennas,,,1
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio.transmitter,typename,,,"""inet.physicallayer.wireless.unitdisk.UnitDiskTransmitter"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio.transmitter,preambleDuration,,,0s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.wlan[0].radio.transmitter,preambleDuration,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio.transmitter,headerLength,,,96b
General-0-20221124-13:43:39-4463,attr,multiLink.sender.wlan[0].radio.transmitter,headerLength,unit,b,
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio.transmitter,bitrate,,,2.7e+07bps
General-0-20221124-13:43:39-4463,attr,multiLink.sender.wlan[0].radio.transmitter,bitrate,unit,bps,
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio.transmitter,communicationRange,,,1000m
General-0-20221124-13:43:39-4463,attr,multiLink.sender.wlan[0].radio.transmitter,communicationRange,unit,m,
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio.transmitter,interferenceRange,,,1000m
General-0-20221124-13:43:39-4463,attr,multiLink.sender.wlan[0].radio.transmitter,interferenceRange,unit,m,
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio.transmitter,detectionRange,,,1000m
General-0-20221124-13:43:39-4463,attr,multiLink.sender.wlan[0].radio.transmitter,detectionRange,unit,m,
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio.receiver,typename,,,"""inet.physicallayer.wireless.unitdisk.UnitDiskReceiver"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio.receiver,ignoreInterference,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio,typename,,,"""inet.physicallayer.wireless.unitdisk.UnitDiskRadio"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio,radioMediumModule,,,"""radioMedium"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio,energySourceModule,,,""""""
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio,initialRadioMode,,,"""off"""
General-0-20221124-13:43:39-4463,attr,multiLink.sender.wlan[0].radio,initialRadioMode,enum,"off,sleep,receiver,transmitter,transceiver",
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio,switchingTimes,,,"""ms 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio,sendRawBytes,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio,separateTransmissionParts,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio,separateReceptionParts,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio,displayCommunicationRange,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0].radio,displayInterferenceRange,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0],typename,,,"""inet.linklayer.common.WirelessInterface"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0],displayStringTextFormat,,,"""%a (%i)\n%m"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0],recordPcap,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0],numPcapRecorders,,,0
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0],interfaceTableModule,,,"""multiLink.sender.interfaceTable"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0],energySourceModule,,,""""""
General-0-20221124-13:43:39-4463,param,multiLink.sender.wlan[0],protocol,,,""""""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.transportIn.channel,typename,,,"""ned.IdealChannel"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.up.out[0].channel,typename,,,"""ned.IdealChannel"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.lp.out[2].channel,typename,,,"""ned.IdealChannel"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.ifIn.channel,typename,,,"""ned.IdealChannel"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.configurator,typename,,,"""inet.networklayer.configurator.ipv4.Ipv4NodeConfigurator"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.configurator,interfaceTableModule,,,"""multiLink.sender.interfaceTable"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.configurator,routingTableModule,,,"""multiLink.sender.ipv4.routingTable"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.configurator,networkConfiguratorModule,,,"""configurator"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.configurator,configureRoutingTable,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.routingTable,typename,,,"""inet.networklayer.ipv4.Ipv4RoutingTable"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.routingTable,interfaceTableModule,,,"""multiLink.sender.interfaceTable"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.routingTable,routerId,,,"""auto"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.routingTable,netmaskRoutes,,,"""*"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.routingTable,forwarding,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.routingTable,multicastForwarding,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.routingTable,useAdminDist,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.routingTable,routingFile,,,""""""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.natTable,typename,,,"""inet.networklayer.ipv4.Ipv4NatTable"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.natTable,networkProtocolModule,,,"""^.ip"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.natTable,config,,,<config/> at content:1
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.up,typename,,,"""inet.common.MessageDispatcher"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.up,displayStringTextFormat,,,"""processed %p pk (%l)"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.up,forwardServiceRegistration,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.up,forwardProtocolRegistration,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.igmp,typename,,,"""inet.networklayer.ipv4.Igmpv2"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.igmp,interfaceTableModule,,,"""multiLink.sender.interfaceTable"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.igmp,routingTableModule,,,"""multiLink.sender.ipv4.routingTable"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.igmp,crcMode,,,"""declared"""
General-0-20221124-13:43:39-4463,attr,multiLink.sender.ipv4.igmp,crcMode,enum,"declared,computed",
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.igmp,enabled,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.igmp,robustnessVariable,,,2
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.igmp,queryInterval,,,125s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.ipv4.igmp,queryInterval,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.igmp,queryResponseInterval,,,10s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.ipv4.igmp,queryResponseInterval,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.igmp,groupMembershipInterval,,,260s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.ipv4.igmp,groupMembershipInterval,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.igmp,otherQuerierPresentInterval,,,255s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.ipv4.igmp,otherQuerierPresentInterval,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.igmp,startupQueryInterval,,,31.25s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.ipv4.igmp,startupQueryInterval,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.igmp,startupQueryCount,,,2
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.igmp,lastMemberQueryInterval,,,1s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.ipv4.igmp,lastMemberQueryInterval,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.igmp,lastMemberQueryCount,,,2
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.igmp,unsolicitedReportInterval,,,10s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.ipv4.igmp,unsolicitedReportInterval,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.icmp,typename,,,"""inet.networklayer.ipv4.Icmp"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.icmp,interfaceTableModule,,,"""multiLink.sender.interfaceTable"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.icmp,routingTableModule,,,"""multiLink.sender.ipv4.routingTable"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.icmp,crcMode,,,"""declared"""
General-0-20221124-13:43:39-4463,attr,multiLink.sender.ipv4.icmp,crcMode,enum,"declared,computed",
General-0-20221124-13:43:39-4463,attr,multiLink.sender.ipv4.icmp,crcMode,mutable,,
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.icmp,quoteLength,,,8B
General-0-20221124-13:43:39-4463,attr,multiLink.sender.ipv4.icmp,quoteLength,mutable,,
General-0-20221124-13:43:39-4463,attr,multiLink.sender.ipv4.icmp,quoteLength,unit,B,
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.mp,typename,,,"""inet.common.MessageDispatcher"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.mp,displayStringTextFormat,,,"""processed %p pk (%l)"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.mp,forwardServiceRegistration,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.mp,forwardProtocolRegistration,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.ip,typename,,,"""inet.networklayer.ipv4.Ipv4"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.ip,interfaceTableModule,,,"""multiLink.sender.interfaceTable"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.ip,routingTableModule,,,"""multiLink.sender.ipv4.routingTable"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.ip,arpModule,,,"""multiLink.sender.ipv4.arp"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.ip,icmpModule,,,"""multiLink.sender.ipv4.icmp"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.ip,crcMode,,,"""declared"""
General-0-20221124-13:43:39-4463,attr,multiLink.sender.ipv4.ip,crcMode,enum,"declared,computed",
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.ip,timeToLive,,,32
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.ip,multicastTimeToLive,,,32
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.ip,fragmentTimeout,,,60s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.ipv4.ip,fragmentTimeout,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.ip,limitedBroadcast,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.ip,directBroadcastInterfaces,,,""""""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.arp,typename,,,"""inet.networklayer.arp.ipv4.GlobalArp"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.arp,interfaceTableModule,,,"""multiLink.sender.interfaceTable"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.arp,addressType,,,"""ipv4"""
General-0-20221124-13:43:39-4463,attr,multiLink.sender.ipv4.arp,addressType,enum,"ipv4,ipv6,mac,moduleid,modulepath",
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.lp,typename,,,"""inet.common.MessageDispatcher"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.lp,displayStringTextFormat,,,"""processed %p pk (%l)"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.lp,forwardServiceRegistration,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4.lp,forwardProtocolRegistration,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4,typename,,,"""inet.networklayer.ipv4.Ipv4NetworkLayer"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4,forwarding,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4,multicastForwarding,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4,interfaceTableModule,,,"""multiLink.sender.interfaceTable"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.ipv4,displayStringTextFormat,,,"""%i"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.nl,typename,,,"""inet.common.MessageDispatcher"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.nl,displayStringTextFormat,,,"""processed %p pk (%l)"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.nl,forwardServiceRegistration,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender.nl,forwardProtocolRegistration,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender.udp,typename,,,"""inet.transportlayer.udp.Udp"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.udp,interfaceTableModule,,,"""multiLink.sender.interfaceTable"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.udp,icmpModule,,,"""^.ipv4.icmp"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.udp,icmpv6Module,,,"""^.ipv6.icmpv6"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.udp,crcMode,,,"""declared"""
General-0-20221124-13:43:39-4463,attr,multiLink.sender.udp,crcMode,enum,"disabled,declared,computed",
General-0-20221124-13:43:39-4463,param,multiLink.sender.udp,defaultMulticastLoop,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender.tcp,typename,,,"""inet.transportlayer.tcp.Tcp"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.tcp,crcMode,,,"""declared"""
General-0-20221124-13:43:39-4463,attr,multiLink.sender.tcp,crcMode,enum,"declared,computed",
General-0-20221124-13:43:39-4463,param,multiLink.sender.tcp,advertisedWindow,,,7504
General-0-20221124-13:43:39-4463,param,multiLink.sender.tcp,delayedAcksEnabled,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.tcp,nagleEnabled,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender.tcp,limitedTransmitEnabled,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.tcp,increasedIWEnabled,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.tcp,sackSupport,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.tcp,windowScalingSupport,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.tcp,windowScalingFactor,,,-1
General-0-20221124-13:43:39-4463,param,multiLink.sender.tcp,timestampSupport,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.tcp,mss,,,536
General-0-20221124-13:43:39-4463,param,multiLink.sender.tcp,msl,,,120s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.tcp,msl,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.tcp,tcpAlgorithmClass,,,"""TcpReno"""
General-0-20221124-13:43:39-4463,attr,multiLink.sender.tcp,tcpAlgorithmClass,enum,"TcpVegas,TcpWestwood,TcpNewReno,TcpReno,TcpTahoe,TcpNoCongestionControl",
General-0-20221124-13:43:39-4463,param,multiLink.sender.tcp,useDataNotification,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.tcp,dupthresh,,,3
General-0-20221124-13:43:39-4463,param,multiLink.sender.tcp,initialSsthresh,,,4294967295
General-0-20221124-13:43:39-4463,param,multiLink.sender.tcp,stopOperationExtraTime,,,0s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.tcp,stopOperationExtraTime,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.tcp,stopOperationTimeout,,,2s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.tcp,stopOperationTimeout,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.tcp,ecnWillingness,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.tcp,dctcpGamma,,,0.0625
General-0-20221124-13:43:39-4463,param,multiLink.sender.tn,typename,,,"""inet.common.MessageDispatcher"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.tn,displayStringTextFormat,,,"""processed %p pk (%l)"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.tn,forwardServiceRegistration,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender.tn,forwardProtocolRegistration,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtpsAppWriter[0],typename,,,"""src.rtps.apps.RtpsPublisherApp"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtpsAppWriter[0],sampleSize,,,15000B
General-0-20221124-13:43:39-4463,attr,multiLink.sender.rtpsAppWriter[0],sampleSize,unit,B,
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtpsAppWriter[0],samplePeriod,,,100ms
General-0-20221124-13:43:39-4463,attr,multiLink.sender.rtpsAppWriter[0],samplePeriod,unit,ms,
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtpsAppWriter[0],offset,,,0s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.rtpsAppWriter[0],offset,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtpsAppWriter[0],jitter,,,0s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.rtpsAppWriter[0],jitter,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.inetAdapter,typename,,,"""src.rtps.adapters.InetAdapter"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.inetAdapter,timeToLive,,,-1
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.inetAdapter,interfaceTableModule,,,"""^.^.interfaceTable"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.inetAdapter,localPort,,,200
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.inetAdapter,numberDestinations,,,-1
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.inetAdapter,destAddresses,,,""""""
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.inetAdapter,localAddress,,,""""""
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.inetAdapter,packetName,,,"""UdpBasicAppData"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.inetAdapter,destPort,,,100
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.inetAdapter,startTime,,,0s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.rtps.inetAdapter,startTime,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.inetAdapter,stopTime,,,-1s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.rtps.inetAdapter,stopTime,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.inetAdapter,dontFragment,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.inetAdapter,dscp,,,-1
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.inetAdapter,tos,,,-1
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.inetAdapter,multicastInterface,,,""""""
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.inetAdapter,receiveBroadcast,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.inetAdapter,joinLocalMulticastGroups,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.inetAdapter,stopOperationExtraTime,,,-1s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.rtps.inetAdapter,stopOperationExtraTime,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.inetAdapter,stopOperationTimeout,,,2s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.rtps.inetAdapter,stopOperationTimeout,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.writer[0],typename,,,"""src.rtps.entities.protocolWiMEP.WriterWiMEP"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.writer[0],fragmentSize,,,1000
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.writer[0],deadline,,,0.1s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.rtps.writer[0],deadline,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.writer[0],historySize,,,1
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.writer[0],numberReaders,,,3
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.writer[0],shaping,,,0.002s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.rtps.writer[0],shaping,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.writer[0],nackSuppressionDuration,,,0s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.rtps.writer[0],nackSuppressionDuration,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.writer[0],timeout,,,0.005s
General-0-20221124-13:43:39-4463,attr,multiLink.sender.rtps.writer[0],timeout,unit,s,
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.writer[0],appID,,,0
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.writer[0],destAddresses,,,"""224.0.0.1"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.writer[0],prioritized,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps.dispatcher,typename,,,"""src.rtps.helper.RtpsMessageDispatcher"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps,typename,,,"""src.rtps.Rtps"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps,numberWriters,,,1
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps,numberReaders,,,0
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps,nbrReadersPerApp,,,3
General-0-20221124-13:43:39-4463,param,multiLink.sender.rtps,nbrApps,,,1
General-0-20221124-13:43:39-4463,param,multiLink.sender.at,typename,,,"""inet.common.MessageDispatcher"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.at,displayStringTextFormat,,,"""processed %p pk (%l)"""
General-0-20221124-13:43:39-4463,param,multiLink.sender.at,forwardServiceRegistration,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender.at,forwardProtocolRegistration,,,true
General-0-20221124-13:43:39-4463,param,multiLink.sender,typename,,,"""src.stack.RtpsHost"""
General-0-20221124-13:43:39-4463,param,multiLink.sender,hasStatus,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender,osgModel,,,""""""
General-0-20221124-13:43:39-4463,param,multiLink.sender,osgModelColor,,,""""""
General-0-20221124-13:43:39-4463,param,multiLink.sender,canvasImage,,,""""""
General-0-20221124-13:43:39-4463,param,multiLink.sender,canvasImageColor,,,""""""
General-0-20221124-13:43:39-4463,param,multiLink.sender,recordPcap,,,false
General-0-20221124-13:43:39-4463,param,multiLink.sender,numPcapRecorders,,,0
General-0-20221124-13:43:39-4463,param,multiLink.sender,numLoInterfaces,,,1
General-0-20221124-13:43:39-4463,param,multiLink.sender,numWlanInterfaces,,,1
General-0-20221124-13:43:39-4463,param,multiLink.sender,numEthInterfaces,,,0
General-0-20221124-13:43:39-4463,param,multiLink.sender,numPppInterfaces,,,0
General-0-20221124-13:43:39-4463,param,multiLink.sender,numTunInterfaces,,,0
General-0-20221124-13:43:39-4463,param,multiLink.sender,numVirtInterfaces,,,0
General-0-20221124-13:43:39-4463,param,multiLink.sender,fcsMode,,,"""declared"""
